wall_elapsed_sec,ros_time_sec,current_waypoint,last_status,diagnosis,tf_error,issues,map_x,map_y,map_yaw_deg,odom_x,odom_y,static_value,static_status,global_value,global_status,local_value,local_status,local_plan_points,local_plan_inside,local_plan_free,local_plan_lethal,local_plan_unknown,local_plan_status,global_plan_points,global_plan_inside,global_plan_free,global_plan_lethal,global_plan_unknown,global_plan_status,scan_front_min_m,scan_valid_count,path_error_m,path_error_status,edge_from,edge_to,target_x,target_y,edge_start_x,edge_start_y
45.505,1782026785.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
46.005,1782026785.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
46.505,1782026786.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
47.005,1782026786.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
47.505,1782026787.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
48.005,1782026787.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
48.505,1782026788.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
49.005,1782026788.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
49.505,1782026789.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
50.005,1782026789.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
50.505,1782026790.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
51.005,1782026790.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
51.505,1782026791.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
52.005,1782026791.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
52.505,1782026792.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
53.005,1782026792.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
53.505,1782026793.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
54.005,1782026793.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
54.505,1782026794.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
55.005,1782026794.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
55.505,1782026795.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
56.005,1782026795.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
56.505,1782026796.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
57.005,1782026796.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
57.505,1782026797.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
58.005,1782026797.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
58.505,1782026798.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
59.005,1782026798.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
59.505,1782026799.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
60.005,1782026799.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
60.505,1782026800.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
61.005,1782026800.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
61.505,1782026801.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
62.005,1782026801.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
62.505,1782026802.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
63.005,1782026802.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
63.505,1782026803.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
64.005,1782026803.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
64.505,1782026804.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
65.005,1782026804.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
65.505,1782026805.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
66.005,1782026805.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
66.505,1782026806.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
67.005,1782026806.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
67.505,1782026807.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
68.005,1782026807.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
68.505,1782026808.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
69.005,1782026808.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
69.505,1782026809.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
70.005,1782026809.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
70.505,1782026810.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
71.005,1782026810.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
71.505,1782026811.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
72.005,1782026811.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
72.505,1782026812.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
73.005,1782026812.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
73.505,1782026813.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
74.005,1782026813.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
74.505,1782026814.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
75.005,1782026814.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
75.505,1782026815.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
76.005,1782026815.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
76.505,1782026816.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
77.005,1782026816.589,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
77.505,1782026817.089,12,"mission safe_pose_recovery_failed (reached=11/96 missed=[9, 12])",pose_static_lethal,,"pose_static_lethal,pose_global_lethal,plan_not_in_local_costmap,path_tracking_error",-1.325,9.088,-171.4,3.636,8.718,100,ok,100,ok,53,ok,49,0,0,0,0,ok,49,49,37,0,0,ok,3.386,700,3.035,ok,11,12,2.255,10.43,1.905,8.58
